latitude,longitude,name,email,postcode,website,ref:vatin,addr
45.4223560,7.6798150,Colleretto Castelnuovo,colleretto.castelnuovo@cert.ruparpiemonte.it,10080,http://www.comune.collerettocastelnuovo.to.it,IT83501930016,"Via Adolfo Ghella, 13"
45.0942500,7.9256270,Cinzano,comune.cinzanotorino.to@cert.legalmail.it,10090,http://www.comune.cinzano.to.it,IT82500510019,Via Colla 15
45.1592510,7.8894250,Castagneto Po,,,,,
45.0686356,7.8165308,Baldissero Torinese,anagrafe.baldissero.torinese@cert.ruparpiemonte.it,10020,http://www.comune.baldisserotorinese.to.it,IT90002900018,Piazza Umberto I N. 7
45.1766065,7.8380043,Brandizzo,protocollo.comune.brandizzo.to@legalmail.it,10032,http://www.comune.brandizzo.to.it,IT82501690018,"Via Torino, 121"
45.0360951,7.0495615,Fenestrelle,fenestrelle@postemailcertificata.it,10060,http://www.comune.fenestrelle.to.it,IT85003090017,"Via Roma, 8"
44.8372390,7.3744200,Garzigliana,garzigliana@cert.ruparpiemonte.it,10060,http://www.comune.garzigliana.to.it,IT85003130011,"Piazza Vittorio Veneto, 1"
44.9067269,7.9101512,Isolabella,isolabella@cert.ruparpiemonte.it,10046,comune.isolabella.to.it,IT84502050010,Piazza Cavour 1
45.1047460,7.4808170,Caselette,,,,,
44.8981420,7.5661230,Castagnole Piemonte,info@pec.castagnolepiemonte.net,10060,http://www.comune.castagnolepiemonte.to.it,IT85003030013,Via Roma 2
45.4381560,7.6946150,Castelnuovo Nigra,comune.castelnuovonigra@pec.it,10080,comune.castelnuovonigra.to.it,IT83501890012,Via Scuole N. 13
45.1195420,6.9853060,Chiomonte,,,,,
45.1521446,7.6579731,Borgaro Torinese,,,,,
45.5128600,7.8580170,Borgofranco d'Ivrea,,,,,
45.3277550,7.8851210,Candia Canavese,,,,,
45.4326987,7.5025536,Gabbadone,,,,,
45.3585264,7.6892385,Salassa,protocollo@pec.comune.salassa.to.it,10080,http://www.comune.salassa.to.it,IT83501810010,"Piazza Umberto I, 5"
45.2509649,7.7178452,Rivarossa,rivarossa@cert.ruparpiemonte.it,10040,http://www.comune.rivarossa.to.it,IT85501570015,"Via Frescot, 21"
45.1183500,7.8881250,Rivalba,protocollo@pec.comune.rivalba.to.it,10090,http://www.comune.rivalba.to.it,IT82500550015,Via Roma 1
45.5629600,7.8073150,Quincinetto,protocollo@pec.comune.quincinetto.to.it,10010,http://www.comune.quincinetto.to.it,IT84001170012,Via Val N.5
45.3425540,7.6937170,Oglianico,ragioneria.oglianico@pec.it,10080,http://www.comune.oglianico.to.it,IT85501390018,"Via Roma, 1"
45.5361600,7.8603170,Nomaglio,tributi.nomaglio@anutel.it,10010,http://www.comune.nomaglio.to.it,IT84003390014,Via Roma N. 10
45.0376490,7.9400280,Moriondo Torinese,,,,,
45.2335530,7.8533230,Montanaro,comune.montanaro.to@legalmail.it,10017,http://www.comune.montanaro.to.it,IT01933140012,"Via Matteotti, 13"
45.1508996,8.0168470,Monteu da Po,,,,,
45.1181430,7.1151090,Mattie,,,,,
45.1582520,7.9916270,Lauriano,lauriano@cert.ruparpiemonte.it,10020,http://www.comune.lauriano.to.it,IT82500430010,"Via Mazzini, 22"
45.1675520,7.9572260,San Sebastiano da Po,comune.sansebastianodapo.to@pec.it,10020,http://www.comune.sansebastianodapo.to.it,IT82500710015,"Piazza Sandro Pertini, 1"
45.1070440,7.2736130,Sant'Antonino di Susa,comune.santantoninodisusa.to@legalmail.it,10050,http://www.comune.santantoninodisusa.to.it/default.asp,IT01473430013,Via Torino 95
44.9407360,6.8590070,Sauze di Cesana,comunesauzedicesana@legalmail.it,10054,http://www.comune.sauzedicesana.to.it,IT01299530012,"Via Principale, 25"
44.8917410,7.4925210,Scalenghe,scalenghe@cert.ruparpiemonte.it,10060,http://www.comune.scalenghe.to.it,IT85003410017,Via Umberto I N. 1
44.8714420,7.6080240,Osasio,comunediosasio@pec.it,10040,http://www.comune.osasio.to.it,IT85003210011,"Piazza Castello, 11"
45.3507540,7.6703160,San Ponso,san.ponso@cert.ruparpiemonte.it,10080,http://www.comune.sanponso.to.it,IT83501390013,"Piazza Martiri Della Liberta', 1"
44.8409410,7.6359250,Lombriasco,protocollo@pec.comune.lombriasco.to.it,10040,http://www.comune.lombriasco.to.it,IT85003170017,"Via Cesare Ponte, 13"
45.0580320,7.8746227,Marentino,comune.marentino@legalmail.it,10020,http://www.comune.marentino.to.it,IT90003870012,"Piazza Umberto I, 1"
44.7789390,7.5004240,Villafranca Piemonte,protocollo@pec.comune.villafrancapiemonte.to.it,10068,http://www.comune.villafrancapiemonte.to.it,IT01692900010,"Piazza Cavour, 1"
45.0489410,7.0285080,Usseaux,,,,,
45.0932500,7.8804260,Sciolze,protocollo@pec.comunedisciolze.it,10090,http://www.comune.sciolze.to.it,IT82500570013,Via Roma N. 2
45.3084570,8.1225270,Bianzè,bianze@legalmail.it,13041,http://www.comune.bianze.vc.it,IT84500430024,"Via Isnardi, 17"
45.1146460,7.3835150,Villar Dora,comune.villardora.to@cert.legalmail.it,10040,http://www.comune.villardora.to.it,IT86002210010,Piazza San Rocco 1
45.0761440,7.3407150,Valgioie,comune.valgioie.to@pec.it,10094,http://www.comune.valgioie.to.it,IT86003530010,"Borgata Chiapero, 9"
46.1263780,8.2011130,Bognanco,comune.bognanco@pecentilocali.it,28842,comune.bognanco.vb.it,IT00423230036,Frazione San Lorenzo N. 1
44.8645410,7.5701230,Virle Piemonte,virle.piemonte@cert.ruparpiemonte.it,10060,http://www.comune.virlepiemonte.to.it,IT85003550010,Via Contessa Birago 6
45.2014510,7.7782220,Volpiano,protocollo@pec.comune.volpiano.to.it,10088,http://www.comune.volpiano.to.it,IT01573560016,"Piazza Vittorio Emanuele II, 12"
45.8081897,8.2941165,Civiasco,comune.civiasco.vc@legalmail.it,13010,comune.civiasco.vc.it,IT82000770022,Via E. Durio 6
44.5164015,8.3821606,Pareto,pareto@cert.ruparpiemonte.it,15010,http://www.comune.pareto.al.it,IT00460570062,"Via Mioglia, 24"
44.3744419,7.8725517,Vicoforte,,,,,
44.1160352,7.9549457,Caprauna,caprauna@cert.ruparpiemonte.it,12070,http://www.comune.caprauna.cn.it,IT00495600041,Piazza Sant'Antonino 15
